id,Name,openingTime
609,Haymaker Patio & Grill,Mon - Tues 5 pm - 12:15 pm / Weds 2:30 pm - 12:45 pm / Thurs 5 am - 10:15 am / Fri 9:30 am - 8:30 pm / Sat 6:30 am - 4:15 pm / Sun 9 am - 3:45 pm
610,Carmine's On Penn,Mon - Tues 4:45 pm - 5:45 pm / Weds 2:15 pm - 4:45 pm / Thurs 1:15 pm - 9:15 pm / Fri - Sat 10:15 am - 11:30 am / Sun 5:30 pm - 7:45 pm
611,Kona Grill - Denver,"Mon - Tues 10:15 am - 12:45 pm / Weds, Sat 1 pm - 6:30 pm / Thurs, Sun 1:30 pm - 3:15 pm / Fri 8 am - 5:45 pm"
612,Kachina Southwestern Grill,"Mon, Sat 9 am - 9:15 pm / Tues 1 pm - 11:45 pm / Weds - Thurs 6 am - 8:30 pm / Fri 7 am - 12 pm / Sun 3:45 pm - 1:15 am"
613,Little India Restaurant - Belmar,Mon - Tues 7:30 am - 4 pm / Weds 8 am - 3:15 am / Thurs 10 am - 11:30 am / Fri 2:15 pm - 11:30 pm / Sat 9:30 am - 5:45 pm / Sun 2:30 pm - 4:15 pm
614,Buffalo Wild Wings Bar and Grill,Mon - Tues 6:15 am - 8 pm / Weds 8 am - 2:15 pm / Thurs 6:30 am - 2 am / Fri 1 pm - 12:45 pm / Sat 2:15 pm - 6:45 pm / Sun 1:30 pm - 1 am
615,East by Southwest,"Mon, Thurs 6:15 am - 8:30 am / Tues 5 pm - 12:30 pm / Weds 12 pm - 12:45 pm / Fri 10:15 am - 1:30 pm / Sat 4 pm - 12:15 pm / Sun 2 pm - 10 pm"
616,ELWAY'S Downtown,"Mon 8:45 am - 6 pm / Tues, Fri 3:45 pm - 6 pm / Weds 5:45 pm - 7:30 pm / Thurs, Sun 5 pm - 7:15 pm / Sat 11 am - 8:45 pm"
617,Low Country Kitchen,"Mon 12:15 pm - 10:30 pm / Tues, Sun 12:30 pm - 11:45 pm / Weds 8:15 am - 6 pm / Thurs - Fri 10:45 am - 11:15 pm / Sat 12:45 pm - 6:15 pm"
618,Colterra,"Mon, Thurs - Fri 7:45 am - 8 am / Tues 12:30 pm - 12 pm / Weds 9:15 am - 7:15 pm / Sat 6 am - 11:45 am / Sun 7 am - 5 pm"
619,Twin Owls Steakhouse,"Sun - Mon 5 pm - 2:30 am / Tues, Thurs 7:15 am - 9 pm / Weds 2:45 pm - 11:30 pm / Fri 7:15 am - 11:45 am / Sat 5:45 am - 12:45 pm"
620,Firenze a Tavola,Sun - Tues 7 am - 3 pm / Weds 2:15 pm - 9:45 pm / Thurs 12:30 pm - 10:45 pm / Fri 6:15 am - 7:15 am / Sat 6 am - 8 am
621,Beano's Cabin,Mon - Tues 5 pm - 6:15 pm / Weds 3:45 pm - 5 pm / Thurs - Fri 12:45 pm - 3:45 pm / Sat 8 am - 11:30 am / Sun 3 pm - 2 am
622,Blue River Bistro,"Mon, Thurs 7:30 am - 9:45 am / Tues - Weds 5:30 am - 8:15 am / Fri 2:30 pm - 8 pm / Sat 7:30 am - 9:30 pm / Sun 8:45 am - 9:30 pm"
623,Bol Restaurant,"Mon - Tues, Fri 9:45 am - 5:15 pm / Weds 7:30 am - 3:45 am / Thurs 8 am - 5:45 pm / Sat 3:45 pm - 1:45 am / Sun 10:30 am - 9:30 pm"
624,Mercantile Dining and Provision,"Mon, Thurs 3 pm - 10:15 pm / Tues, Sat 9:30 am - 8:45 pm / Weds 5 am - 8:15 am / Fri, Sun 11:30 am - 7:15 pm"
625,Jose Muldoon's,"Mon, Thurs 2:45 pm - 7:45 pm / Tues 1:15 pm - 3 pm / Weds 5 pm - 6:45 pm / Fri 6 am - 10 pm / Sat 2:15 pm - 9:45 pm / Sun 1 pm - 2:30 am"
626,Sushi Den,"Mon - Tues, Sat 11 am - 3:15 pm / Weds, Sun 8 am - 10:15 am / Thurs 10:30 am - 8 pm / Fri 12 pm - 8:15 pm"
627,Terra Bistro,"Mon 6:15 am - 2:45 pm / Tues 10:45 am - 12:30 pm / Weds 12:30 pm - 9:15 pm / Thurs, Sun 4:30 pm - 8 pm / Fri 9:30 am - 8:45 pm / Sat 2:15 pm - 11:45 pm"
628,Flatz,Mon 2:15 pm - 12 pm / Tues 3:45 pm - 2 am / Weds 12:15 pm - 10 pm / Thurs 5:30 pm - 3:15 am / Fri 2 pm - 8:15 pm / Sat 6:45 am - 2:45 pm / Sun 4 pm - 2 am
629,Buon Appetito,Mon 4:45 pm - 2:30 am / Tues 1:45 pm - 1 am / Weds 9 am - 8:15 pm / Thurs - Fri 8:45 am - 3:30 pm / Sat 4:15 pm - 8:45 pm / Sun 4:45 pm - 6:45 pm
630,The Perfect Landing,Mon - Tues 5:15 pm - 3 am / Weds 5 pm - 9:45 pm / Thurs - Fri 12:30 pm - 2:30 pm / Sat 8 am - 2:45 pm / Sun 11:45 am - 12:30 pm
631,Brook's Steak House & Cellar,Mon 6:45 am - 10 am / Tues - Weds 9:15 am - 11 pm / Thurs 2:15 pm - 8:45 pm / Fri 5:30 pm - 11:45 pm / Sat - Sun 1:15 pm - 7:45 pm
632,Keystone Ranch Restaurant,"Mon, Thurs 9:30 am - 3:45 pm / Tues 3:30 pm - 11:15 pm / Weds 5:15 pm - 9:45 pm / Fri 5:30 am - 11:30 am / Sat 2:30 pm - 12:15 pm / Sun 10 am - 6:45 pm"
633,Starlight Dinners at TenMile Station,"Mon, Weds 7:45 am - 6:15 pm / Tues 4 pm - 11:30 pm / Thurs 4:15 pm - 8:30 pm / Fri 10 am - 2 pm / Sat 6 am - 9:30 am / Sun 10:30 am - 9:45 pm"
634,Village Tavern Broomfield,"Sun - Mon 10:45 am - 4 pm / Tues 8:30 am - 12 pm / Weds, Fri 9:15 am - 3:15 am / Thurs 2:30 pm - 11 pm / Sat 1:30 pm - 9 pm"
635,P17,"Mon 1:45 pm - 10:45 pm / Tues 12 pm - 11:30 pm / Weds, Sun 6 am - 1:30 am / Thurs 3:30 pm - 4:15 pm / Fri - Sat 1:30 pm - 2:30 am"
636,The 9th Door - Beauvallon,"Mon, Thurs 7 am - 9 am / Tues 9 am - 3:15 pm / Weds 1:30 pm - 11:15 pm / Fri 12 pm - 3:45 am / Sat 1:45 pm - 1:45 am / Sun 2 pm - 10:15 pm"
637,The Table Top,"Mon, Weds 7:30 am - 2:30 pm / Tues 2:15 pm - 5:15 pm / Thurs, Sun 5:45 am - 1:30 am / Fri 9:30 am - 7:45 pm / Sat 9:15 am - 1:30 pm"
638,Lake Terrace - The Broadmoor,"Mon 8:45 am - 4:15 pm / Tues, Fri 6:30 am - 2:15 am / Weds, Sat 9 am - 1:30 pm / Thurs 11 am - 12:30 pm / Sun 10 am - 1:30 pm"
639,The Nickel - Hotel Teatro,"Mon 5 pm - 8:45 pm / Tues, Sat 1 pm - 9:15 pm / Weds 10:45 am - 12:45 pm / Thurs - Fri 9:45 am - 2:30 am / Sun 1:45 pm - 3:15 am"
640,The Populist,"Mon 11 am - 3:30 pm / Tues, Sun 8:15 am - 11:45 am / Weds 4:30 pm - 11:45 pm / Thurs 3:30 pm - 4:45 pm / Fri 5:15 am - 6 am / Sat 9:15 am - 7:15 pm"
641,The Fort,"Mon - Tues 9:30 am - 3 am / Weds 5 am - 12:15 pm / Thurs 11:30 am - 1 pm / Fri, Sun 12:30 pm - 6:30 pm / Sat 9:15 am - 3:30 pm"
642,Mateo,"Mon 10 am - 2:30 am / Tues, Sun 4:30 pm - 7 pm / Weds 3:15 pm - 7:30 pm / Thurs 3:15 pm - 10:15 pm / Fri 3 pm - 4:15 pm / Sat 3 pm - 12 pm"
643,Boulder ChopHouse & Tavern,"Mon - Tues, Thurs - Fri 5:30 am - 1:45 pm / Weds, Sun 5:45 pm - 3:30 am / Sat 3:15 pm - 1:45 am"
644,Boulder Cork,"Mon, Weds 10 am - 10:45 pm / Tues, Sat 7:30 am - 5:30 pm / Thurs 10:15 am - 10 pm / Fri 7:45 am - 1:30 pm / Sun 1:45 pm - 3:45 pm"
645,Game Creek Restaurant,"Mon, Thurs 3:15 pm - 1:45 am / Tues 9:45 am - 11 am / Weds 10 am - 9:30 pm / Fri 8:30 am - 3:45 pm / Sat 5 am - 3 am / Sun 12:30 pm - 3:45 pm"
646,Der Fondue Chessel,"Mon 2:15 pm - 9:30 pm / Tues, Sat 7 am - 8:15 am / Weds 3:45 pm - 4:45 pm / Thurs - Fri, Sun 5 am - 11:15 am"
647,Sweet Basil,Mon - Tues 4:45 pm - 3:30 am / Weds 4:30 pm - 2:15 am / Thurs 4 pm - 11 pm / Fri 11:45 am - 3:45 am / Sat 7:45 am - 11:45 am / Sun 1:45 pm - 3:45 pm
648,Duo Restaurant,"Mon, Fri 9:45 am - 10:15 am / Tues 10 am - 1 am / Weds 6:30 am - 10:30 pm / Thurs 10:45 am - 4:30 pm / Sat 5:15 am - 5:30 pm / Sun 5:15 pm - 8:15 pm"
649,Denver Chophouse,Mon 1:45 pm - 6:45 pm / Tues - Weds 4 pm - 6 pm / Thurs 3:15 pm - 10:45 pm / Fri 10:30 am - 7:15 pm / Sat - Sun 11:45 am - 7:45 pm
650,Four Points,"Mon - Tues 12:45 pm - 4 pm / Weds, Sat 4 pm - 10:45 pm / Thurs 11:15 am - 6 pm / Fri 7:15 am - 3 am / Sun 4:45 pm - 6:45 pm"
651,SaddleRidge,Mon 1:15 pm - 2:45 pm / Tues 11:30 am - 5:15 pm / Weds 7:45 am - 5:45 pm / Thurs 11:45 am - 7:30 pm / Fri 12:15 pm - 12:30 pm / Sat - Sun 10:15 am - 3:45 am
652,Limelight Supper Club & Lounge,"Mon, Sat 5:30 pm - 2:45 am / Tues - Weds 3:45 pm - 11:15 pm / Thurs 10 am - 9:15 pm / Fri 5:30 am - 6:15 pm / Sun 12:45 pm - 3:45 am"
653,Rio Grande - Ft. Collins,Mon 1 pm - 5:45 pm / Tues 4 pm - 2:45 am / Weds 12:45 pm - 5:45 pm / Thurs - Fri 4 pm - 8 pm / Sat 5 am - 7:30 pm / Sun 12:15 pm - 10:30 pm
654,Thirsty Lion - Denver,"Mon - Tues 12:45 pm - 3:15 am / Weds, Sat 12:15 pm - 6 pm / Thurs 8 am - 12:15 pm / Fri 5:30 pm - 9 pm / Sun 7:15 am - 4 pm"
655,McLoughlin's Restaurant & Bar,Mon - Weds 6:30 am - 6:30 pm / Thurs 6:45 am - 10 pm / Fri 2:45 pm - 11:45 pm / Sat 5:15 pm - 8:15 pm / Sun 4:45 pm - 1:15 am
656,El Moro Spirits & Tavern,Mon - Tues 9:15 am - 6:45 pm / Weds 7:15 am - 5 pm / Thurs 9 am - 3 pm / Fri 4:45 pm - 3:15 am / Sat 12:45 pm - 3 am / Sun 8:45 am - 3:45 am
657,Mirabelle Restaurant,"Mon 10:45 am - 3:30 am / Tues, Sat 10:30 am - 8:30 pm / Weds 12:15 pm - 2:30 am / Thurs 6:15 am - 7:30 pm / Fri 1:45 pm - 1:15 am / Sun 9 am - 11:30 am"
658,Briar Rose Chophouse & Saloon,"Mon, Fri 12:45 pm - 10:30 pm / Tues 1 pm - 3:30 pm / Weds 2 pm - 11:45 pm / Thurs 6:30 am - 1:30 pm / Sat 11:30 am - 2:15 pm / Sun 5:15 am - 12:45 pm"
659,Ship Tavern at the Brown Palace,"Mon, Sat 4:30 pm - 6:45 pm / Tues 5:15 am - 6:30 pm / Weds, Fri 4:30 pm - 9:15 pm / Thurs 2:45 pm - 3:45 am / Sun 1:45 pm - 3:45 am"
660,Kelly Liken,Mon 12:30 pm - 9:15 pm / Tues 3:45 pm - 4:15 pm / Weds 5:30 pm - 10:30 pm / Thurs 6 am - 12:45 pm / Fri 2:30 pm - 2:45 am / Sat - Sun 9:30 am - 1:45 am
661,Larkspur Restaurant & Bar,Mon 2:30 pm - 7:30 pm / Tues 9:30 am - 3:45 am / Weds 4:30 pm - 3:45 am / Thurs 10:15 am - 9:30 pm / Fri 3:30 pm - 7:15 pm / Sat 1:15 pm - 4:30 pm / Sun 10 am - 2 am
662,Fresh Fish Co.,"Mon, Weds 12:45 pm - 11:15 pm / Tues 7 am - 8:15 am / Thurs 1 pm - 8:30 pm / Fri 10:45 am - 9 pm / Sat 10 am - 2:45 pm / Sun 5:15 am - 9:15 am"
663,Alpenglow Stube,"Mon - Tues, Thurs 5:45 am - 4:30 pm / Weds 11 am - 6:45 pm / Fri 4:30 pm - 2 am / Sat - Sun 5:30 am - 5:15 pm"
664,Great Northern,"Mon, Weds 10 am - 10:30 pm / Tues 9:30 am - 12:15 pm / Thurs 3:30 pm - 12:15 pm / Fri 3:15 pm - 12:30 pm / Sat 11 am - 6:15 pm / Sun 11:45 am - 7:30 pm"
665,Palettes at the Denver Art Museum,Mon - Tues 10:15 am - 2:45 pm / Weds 9:15 am - 7:15 pm / Thurs 9:45 am - 11:30 am / Fri 5:45 am - 8 pm / Sat 9:30 am - 3 am / Sun 1:30 pm - 7:45 pm
666,The Capital Grille - Denver,"Mon - Tues, Thurs 3:45 pm - 11:15 pm / Weds 9:45 am - 7:45 pm / Fri 12:30 pm - 9 pm / Sat - Sun 7:45 am - 11:15 pm"
667,Morton's The Steakhouse - Denver,"Mon, Weds 3:30 pm - 2:45 am / Tues 5:15 am - 1:30 pm / Thurs 5:45 pm - 1:45 am / Fri 12 pm - 9:30 pm / Sat 11:30 am - 8 pm / Sun 2 pm - 4:45 pm"
668,Western BBQ,Sun - Mon 1:45 pm - 3:30 pm / Tues 4:15 pm - 9:15 pm / Weds 5:30 pm - 7:45 pm / Thurs 11 am - 3:15 am / Fri 2:15 pm - 10:30 pm / Sat 4:45 pm - 1 am
669,Cafe Mercato,Mon 1 pm - 11 pm / Tues - Weds 12:15 pm - 3:45 am / Thurs - Fri 10:15 am - 5:15 pm / Sat 5 pm - 9:30 pm / Sun 8:30 am - 12:15 pm
670,Volcano Asian Cuisine,Mon 8:15 am - 11:15 am / Tues 5:45 am - 3:15 pm / Weds 4:45 pm - 10:45 pm / Thurs 7:30 am - 6:15 pm / Fri 1 pm - 10:15 pm / Sat 10:30 am - 7:45 pm / Sun 3:15 pm - 9:15 pm
671,Phantom Canyon Brewing,"Mon, Fri 3:15 pm - 3 am / Tues 10:45 am - 12:45 pm / Weds, Sat 1:30 pm - 10:15 pm / Thurs, Sun 6:30 am - 9:30 am"
672,Dorchester Social Eatery,Mon - Tues 3 pm - 1:45 am / Weds 9 am - 5:30 pm / Thurs 8:45 am - 10 am / Fri 11:45 am - 11:30 pm / Sat 9:15 am - 8:30 pm / Sun 11:45 am - 8:15 pm
673,Bent Fork Grill - Loveland,"Mon, Thurs 9 am - 2:15 am / Tues, Fri 9:45 am - 3:30 pm / Weds 8 am - 1:30 am / Sat 2:30 pm - 8:15 pm / Sun 4:30 pm - 6:45 pm"
674,The Keg Steakhouse + Bar,"Mon 7:30 am - 2 am / Tues, Fri 6:30 am - 9:30 am / Weds, Sat 5:30 am - 6:45 pm / Thurs 7 am - 3:45 pm / Sun 6:30 am - 2 pm"
675,Matsuhisa - Aspen,"Mon, Thurs 11:45 am - 12:30 pm / Tues 12:45 pm - 3 pm / Weds 5 pm - 10 pm / Fri - Sat 6:30 am - 2:45 am / Sun 7:45 am - 2:30 pm"
676,Ski Tip Lodge,"Mon 5 pm - 10:30 pm / Tues 3:15 pm - 5:30 pm / Weds, Sun 5:45 pm - 8:30 pm / Thurs 2:15 pm - 5:15 pm / Fri 1:30 pm - 3:30 pm / Sat 9 am - 6:45 pm"
677,Carlos' Bistro,"Mon, Fri 5:45 pm - 3:15 am / Tues 2:15 pm - 7:30 pm / Weds 9 am - 5:30 pm / Thurs 10:30 am - 4:30 pm / Sat - Sun 5:45 pm - 9 pm"
678,Solera Restaurant & Wine Bar,"Mon - Tues 9:45 am - 10:30 pm / Weds - Thurs, Sat 12:15 pm - 8:30 pm / Fri, Sun 6:30 am - 12 pm"
679,Cuvee World Bistro,"Mon 7:45 am - 2 am / Tues, Thurs 5:30 pm - 12:45 pm / Weds 5:15 pm - 10 pm / Fri 1:45 pm - 11:30 pm / Sat 9:30 am - 10:30 pm / Sun 5:15 am - 9:15 pm"
680,Element 47,Mon 2:15 pm - 2 am / Tues 7:45 am - 6:15 pm / Weds - Thurs 5:15 am - 5:15 pm / Fri 9:15 am - 10 pm / Sat 12:15 pm - 4:15 pm / Sun 3:15 pm - 10 pm
681,1515 Restaurant,Mon - Weds 11 am - 9 pm / Thurs 6 am - 9 pm / Fri 12:15 pm - 7 pm / Sat 2:45 pm - 1:30 am / Sun 7 am - 4:15 pm
682,Bistro Vendome,"Mon - Tues, Fri 10:30 am - 5 pm / Weds 4:30 pm - 3:30 am / Thurs, Sun 9:45 am - 4:30 pm / Sat 9 am - 3:30 am"
683,Hearthstone Restaurant,"Mon, Fri 2:15 pm - 3:15 pm / Tues 11:30 am - 8:45 pm / Weds 7:15 am - 10 am / Thurs 7 am - 2:15 pm / Sat 3 pm - 7:30 pm / Sun 9:15 am - 6:15 pm"
684,Landry's Seafood House - Denver,Mon 12:15 pm - 2:15 am / Tues 4 pm - 10:45 pm / Weds 4:30 pm - 6:45 pm / Thurs - Fri 4:30 pm - 5 pm / Sat 12 pm - 3:15 pm / Sun 11:15 am - 10:45 pm
685,range,"Mon 6:45 am - 11:45 pm / Tues 12 pm - 11:45 pm / Weds, Sat 1:45 pm - 10:45 pm / Thurs - Fri 5:15 pm - 6 pm / Sun 10:30 am - 6:45 pm"
686,221 South Oak Bistro,"Mon, Fri 3:15 pm - 7:30 pm / Tues - Weds 1 pm - 12 pm / Thurs 1:15 pm - 4:45 pm / Sat 6:15 am - 3:15 am / Sun 5:30 pm - 10:30 pm"
687,Ale House @ Amato's,"Mon 11:15 am - 11:45 pm / Tues, Sat 5:15 am - 1:45 am / Weds 4:45 pm - 7:30 pm / Thurs 10:30 am - 11:45 pm / Fri 4:45 pm - 3:45 am / Sun 9 am - 11:45 am"
688,The Curtis Club,Mon - Tues 7 am - 11:30 pm / Weds 8:15 am - 2:30 am / Thurs 12:30 pm - 10:45 pm / Fri - Sat 5:45 pm - 9 pm / Sun 11:15 am - 10 pm
689,DiFranco's,"Mon 7:30 am - 4:15 pm / Tues, Thurs 6:30 am - 7:45 pm / Weds, Sun 11:15 am - 5:45 pm / Fri 8 am - 8:15 pm / Sat 3:15 pm - 10 pm"
690,Elway's Cherry Creek,Mon 4 pm - 2 am / Tues - Weds 5:45 pm - 8:30 pm / Thurs - Fri 6:15 am - 10 am / Sat 1:45 pm - 4:15 pm / Sun 12:30 pm - 6:30 pm
691,Rio Del Sol,Mon 5:15 pm - 8:30 pm / Tues 1 pm - 1:15 am / Weds 6 am - 5:15 pm / Thurs - Fri 11:30 am - 1 pm / Sat 6:15 am - 9 pm / Sun 6 am - 12:15 pm
692,Fruition Restaurant,"Mon 11:30 am - 3:30 pm / Tues 1:15 pm - 2:45 am / Weds, Sun 5:15 pm - 10:15 pm / Thurs 12:15 pm - 12:45 pm / Fri 5:30 am - 9:45 pm / Sat 6:30 am - 7:30 pm"
693,Altitude Restaurant - Hyatt Regency Denver,Mon 1:15 pm - 1:15 am / Tues 5:15 pm - 2 am / Weds 4:45 pm - 8:45 pm / Thurs 9:30 am - 9:45 pm / Fri 1 pm - 2:15 am / Sat - Sun 7:45 am - 3 pm
694,Palm Restaurant - Denver,"Mon, Fri 9 am - 2 am / Tues - Weds 11:45 am - 12 pm / Thurs, Sat 6:15 am - 1:30 pm / Sun 7:45 am - 8:15 am"
695,Canyon Chop House,"Mon 11:15 am - 6:15 pm / Tues - Weds 10:30 am - 11:30 pm / Thurs - Fri, Sun 9:15 am - 8:30 pm / Sat 9:30 am - 5:30 pm"
696,BRASSERIE TEN TEN,"Sun - Mon 6 am - 11:30 am / Tues 7:15 am - 3:15 am / Weds 9:15 am - 9:30 pm / Thurs, Sat 1:45 pm - 2:15 am / Fri 9:30 am - 9 pm"
697,Plato's Restaurant,"Mon, Weds, Sat 8:30 am - 12:45 pm / Tues 6:15 am - 7:15 pm / Thurs - Fri 1 pm - 6:30 pm / Sun 2:30 pm - 12:45 pm"
698,Maggiano's - Denver South,"Mon, Thurs - Fri 11:30 am - 2:15 pm / Tues 4:30 pm - 6:30 pm / Weds 2:15 pm - 4:45 pm / Sat 8:45 am - 9:15 pm / Sun 5:45 am - 7 am"
699,Left Bank Restaurant,"Mon, Weds 4:15 pm - 11:15 pm / Tues 5 pm - 3:30 am / Thurs - Fri 5 am - 7 am / Sat 4:15 pm - 1 am / Sun 6:15 am - 10 am"
700,Second Home Kitchen & Bar,"Mon, Sat 11 am - 1 am / Tues 9:15 am - 2:30 pm / Weds 2 pm - 2:30 am / Thurs 9 am - 1:45 am / Fri 3:30 pm - 1:30 am / Sun 4:45 pm - 6 pm"
701,Sullivan's Steakhouse - Denver,"Mon, Weds 12:15 pm - 3 pm / Tues 6:15 am - 4 pm / Thurs - Fri 4:15 pm - 12 pm / Sat 2 pm - 6:30 pm / Sun 4:45 pm - 1:30 am"
702,Locanda Del Borgo,Mon 11 am - 1:45 am / Tues 8:15 am - 2 am / Weds 10:45 am - 1:45 am / Thurs - Fri 2:45 pm - 3:45 pm / Sat 7 am - 9:45 pm / Sun 12:15 pm - 11 pm
703,Ajax Tavern,"Mon - Tues 11 am - 8 pm / Weds 9:15 am - 11:30 am / Thurs, Sun 11 am - 4:45 pm / Fri 6:15 am - 7:30 pm / Sat 9:30 am - 11 pm"
704,Vines Wine Bar,"Mon, Weds 2 pm - 10:45 pm / Tues, Thurs 9 am - 2 pm / Fri 1:30 pm - 12:45 pm / Sat 9:15 am - 3:30 pm / Sun 2:15 pm - 10:45 pm"
705,Flagstaff House,Mon - Tues 6:30 am - 8:30 am / Weds 7:15 am - 1:30 am / Thurs 6 am - 8:30 pm / Fri 11:30 am - 7:15 pm / Sat 9:45 am - 12:15 pm / Sun 8 am - 6:15 pm
706,Cucina Colore,"Mon 2 pm - 10:15 pm / Tues 4:45 pm - 2:30 am / Weds 2:45 pm - 6 pm / Thurs, Sun 3:30 pm - 6:30 pm / Fri 12:15 pm - 6:45 pm / Sat 1:30 pm - 7 pm"
707,Restaurant Fourteen Seventy Two,Mon 2 pm - 3:15 am / Tues 2:45 pm - 5:15 pm / Weds - Thurs 9:30 am - 4 pm / Fri 3:45 pm - 3:30 am / Sat 6:15 am - 6 pm / Sun 3 pm - 7:15 pm
708,Black Cat,"Mon - Tues 8:45 am - 11:45 pm / Weds, Fri 5 pm - 1:30 am / Thurs 1 pm - 6 pm / Sat - Sun 11:45 am - 3 pm"
709,Max Gill and Grill,"Sun - Mon, Weds 12:30 pm - 3:30 am / Tues, Thurs 12:15 pm - 5:45 pm / Fri 12:30 pm - 11:30 pm / Sat 4:45 pm - 7:15 pm"
710,The Summit Steakhouse,Mon 3:45 pm - 6:45 pm / Tues - Weds 1 pm - 10:45 pm / Thurs 5 am - 2 pm / Fri 4:15 pm - 3:30 am / Sat 6:45 am - 12:30 pm / Sun 7:45 am - 10:30 am
711,Brexi,"Sun - Mon, Weds - Thurs 4 pm - 7:45 pm / Tues 6:45 am - 1:30 pm / Fri 5 am - 2 pm / Sat 7:45 am - 7:30 pm"
712,North - Denver,Mon 4:45 pm - 3:45 am / Tues - Weds 7:30 am - 11 pm / Thurs 5 am - 12 pm / Fri 5:45 am - 10:45 pm / Sat - Sun 5 am - 2 pm
713,Ya Ya's Euro Bistro,Mon - Weds 10:15 am - 3 am / Thurs 1:15 pm - 9:45 pm / Fri 7 am - 11:30 pm / Sat 8:30 am - 11:15 am / Sun 10 am - 12 pm
714,La Tour,Mon 12 pm - 1:30 pm / Tues 6:45 am - 3:30 am / Weds 4 pm - 10:30 pm / Thurs 9:45 am - 11:30 pm / Fri 10:45 am - 12:15 pm / Sat 5:30 am - 9:15 am / Sun 6:15 am - 12 pm
715,Vista at Arrowhead,"Mon, Weds 8:30 am - 10:30 am / Tues, Thurs 5:15 pm - 12:30 pm / Fri, Sun 5:30 am - 4:45 pm / Sat 2:30 pm - 7:45 pm"
716,Gabriel's Restaurant,"Mon, Thurs 5 am - 6:45 pm / Tues 6:30 am - 10:15 am / Weds 5 pm - 1:30 am / Fri 4:45 pm - 8:15 pm / Sat - Sun 12:30 pm - 11:15 pm"
717,Venice Ristorante & Wine Bar,"Mon, Fri 12:45 pm - 2:30 am / Tues 10:15 am - 12:30 pm / Weds 4:45 pm - 5:30 pm / Thurs 7:45 am - 8 am / Sat 5 pm - 1 am / Sun 12:30 pm - 12:45 pm"
718,Comida - Longmont,"Mon 4:45 pm - 3:45 am / Tues 5:30 am - 10:30 pm / Weds 6 am - 1 am / Thurs, Sat 7:15 am - 8:45 am / Fri 9:45 am - 8:30 pm / Sun 4 pm - 10:30 pm"
719,Luca,"Mon, Thurs 5:45 pm - 1:15 am / Tues 6:45 am - 9:45 pm / Weds, Sun 12:30 pm - 1 am / Fri - Sat 12:30 pm - 2:45 am"
720,Glaze by Sasa,"Mon 4:15 pm - 11:15 pm / Tues, Sat 6 am - 1:15 pm / Weds 3:45 pm - 12 pm / Thurs 4 pm - 3 am / Fri 9:45 am - 12:45 pm / Sun 2:30 pm - 1 am"
721,Tamayo Restaurant,"Mon 4 pm - 11:30 pm / Tues 4:45 pm - 10:15 pm / Weds - Thurs 12:30 pm - 8:15 pm / Fri, Sun 2 pm - 10:30 pm / Sat 7:45 am - 9:30 am"
722,Ambli Gourmet Eatery & Wine,"Mon - Tues, Fri 7:45 am - 11:45 am / Weds, Sat 4:45 pm - 3:15 am / Thurs 3:15 pm - 5:45 pm / Sun 10 am - 12 pm"
723,Meritage at the Omni Interlocken Resort,Mon 10:45 am - 4:30 pm / Tues 8:15 am - 2:45 am / Weds 12 pm - 11:45 pm / Thurs 1:15 pm - 4:45 pm / Fri - Sat 2:15 pm - 7:15 pm / Sun 5 am - 7 am
724,Ellyngton's at the Brown Palace,"Mon 5:30 pm - 12 pm / Tues, Thurs, Sat 2 pm - 9 pm / Weds 3:30 pm - 2:45 am / Fri 12:45 pm - 2:15 pm / Sun 3:30 pm - 11 pm"
725,Vail Chophouse,"Mon 1:45 pm - 11:30 pm / Tues - Weds, Sat 4:45 pm - 6 pm / Thurs 2 pm - 3 pm / Fri 5 am - 12 pm / Sun 2:30 pm - 12 pm"
726,Briarhurst Manor,"Mon, Weds 11 am - 1:15 pm / Tues 8 am - 3 pm / Thurs 3:45 pm - 9:15 pm / Fri 6:30 am - 11:45 pm / Sat 5 am - 11 am / Sun 5:45 am - 2:30 am"
727,The Village Table,"Sun - Mon 4:15 pm - 2:15 am / Tues - Weds, Fri 8:45 am - 4 pm / Thurs, Sat 2:15 pm - 2 am"
728,Honga's Lotus Petal,"Mon - Tues, Thurs 5:15 am - 12:30 pm / Weds 9:30 am - 1 am / Fri 12 pm - 3:45 am / Sat 5 am - 7:15 pm / Sun 5:30 am - 9:15 am"
729,The Front,"Mon - Tues, Sat 6:15 am - 8 am / Weds - Fri, Sun 2:30 pm - 12:45 pm"
730,Juniper Restaurant,"Mon, Fri 11:45 am - 8:45 pm / Tues 1:45 pm - 5:15 pm / Weds 2:30 pm - 5:30 pm / Thurs 4:30 pm - 11 pm / Sat 9:45 am - 10 am / Sun 4:30 pm - 2:30 am"
731,Gashouse Restaurant,"Mon 9 am - 2:45 pm / Tues, Fri 12:15 pm - 3:15 pm / Weds 4:45 pm - 1 am / Thurs 4:30 pm - 6:30 pm / Sat 5:15 am - 7:45 am / Sun 10:45 am - 2:45 am"
732,Spago - Bachelor Gulch,"Mon, Weds - Thurs 4 pm - 7:45 pm / Tues 1 pm - 2:45 pm / Fri 7:45 am - 2:30 pm / Sat 3 pm - 10 pm / Sun 5:30 pm - 12:45 pm"
